,artist,pixelsx,pixelsy,size_bytes,style,title,new_filename,filepath
1262,Ernst Ludwig Kirchner,600.0,353.0,266524.0,Expressionism,View of Basel and the Rhine,54310.jpg,five_classes/54310.jpg
1263,Lynd Ward,817.0,1272.0,138825.0,Expressionism,Song Without Words,46456.jpg,five_classes/46456.jpg
1264,Jacoba van Heemskerck,640.0,858.0,281085.0,Expressionism,Bild no. 41,86414.jpg,five_classes/86414.jpg
1265,Irma Stern,428.0,570.0,219445.0,Expressionism,Zanzibar Woman with Chicken,87376.jpg,five_classes/87376.jpg
1266,Paul Klee,795.0,1038.0,53158.0,Expressionism,Full moon,1497.jpg,five_classes/1497.jpg
1267,Mark Rothko,598.0,800.0,108766.0,Expressionism,Untitled,30199.jpg,five_classes/30199.jpg
1268,Felice Casorati,505.0,650.0,55632.0,Expressionism,Daphne at Paravola,17310.jpg,five_classes/17310.jpg
1269,Alexandre Jacovleff,236.0,700.0,21323.0,Expressionism,Violinist,50742.jpg,five_classes/50742.jpg
1270,Amedeo Modigliani,880.0,1124.0,185740.0,Expressionism,Portrait of Jeanne Hebuterne,42849.jpg,five_classes/42849.jpg
1271,Konstantinos Parthenis,351.0,650.0,80704.0,Expressionism,Angel,83722.jpg,five_classes/83722.jpg
1272,David Kakabadze,1041.0,739.0,438188.0,Expressionism,Imereti,70408.jpg,five_classes/70408.jpg
1273,Martiros Saryan,800.0,569.0,141085.0,Expressionism,Egyptian women,40471.jpg,five_classes/40471.jpg
1274,Yasuo Kuniyoshi,500.0,347.0,25244.0,Expressionism,The Shower ,75558.jpg,five_classes/75558.jpg
1275,Princess Fahrelnissa Zeid,445.0,673.0,137683.0,Expressionism,Antique portrait,5311.jpg,five_classes/5311.jpg
1276,Martiros Saryan,800.0,562.0,121232.0,Expressionism,Riders at the river,90136.jpg,five_classes/90136.jpg
1277,Georges Rouault,640.0,478.0,279951.0,Expressionism,Christ on the Lake,11788.jpg,five_classes/11788.jpg
1278,Zinaida Serebriakova,758.0,1000.0,100718.0,Expressionism,Prince Felix Yusupov ,38367.jpg,five_classes/38367.jpg
1279,Wyndham Lewis,781.0,944.0,111787.0,Expressionism,Seated Figure ,67508.jpg,five_classes/67508.jpg
1280,Helene Schjerfbeck,505.0,682.0,119855.0,Expressionism,Rosy-Cheeked Girl,81261.jpg,five_classes/81261.jpg
1281,Corneliu Baba,1054.0,1112.0,72050.0,Expressionism,The Fear (Homage to Francisco Goya),37676.jpg,five_classes/37676.jpg
1282,Lucian Freud,465.0,480.0,45555.0,Expressionism,Susanna,8474.jpg,five_classes/8474.jpg
1283,Edvard Munch,576.0,800.0,95770.0,Expressionism,Portrait of Inger Munch,71426.jpg,five_classes/71426.jpg
1284,Walter Battiss,527.0,430.0,134420.0,Expressionism,"Lotsani Ruins, Limpopo",92391.jpg,five_classes/92391.jpg
1285,August Macke,2536.0,1948.0,496956.0,Expressionism,Garden Restaurant,85191.jpg,five_classes/85191.jpg
1286,Chaim Soutine,664.0,1091.0,804048.0,Expressionism,Young Man Wearing a Small Hat,4722.jpg,five_classes/4722.jpg
1287,Gandy Brodie,700.0,698.0,98527.0,Expressionism,The Penetration of a Thought,81088.jpg,five_classes/81088.jpg
1288,Spyros Papaloukas,571.0,699.0,223232.0,Expressionism,Stratis Doukas ,12163.jpg,five_classes/12163.jpg
1289,Salvador Dali,1019.0,800.0,222033.0,Expressionism,Landscape of Cadaques,65604.jpg,five_classes/65604.jpg
1290,M.C. Escher,370.0,425.0,58546.0,Expressionism,Merry Christmas & Happy New Year,48872.jpg,five_classes/48872.jpg
1291,Vajda Lajos,941.0,1328.0,152490.0,Expressionism,Black Self-Portrait,46878.jpg,five_classes/46878.jpg
1292,Arturo Souto,800.0,625.0,171957.0,Expressionism,Still life,58064.jpg,five_classes/58064.jpg
1293,Lasar Segall,632.0,489.0,144702.0,Expressionism,Aldeia Russa,24840.jpg,five_classes/24840.jpg
1294,Edvard Munch,1728.0,1301.0,378268.0,Expressionism,Death of Marat I,65518.jpg,five_classes/65518.jpg
1295,Boris Grigoriev,640.0,502.0,168620.0,Expressionism,Portrait of Feodor Chaliapin,24985.jpg,five_classes/24985.jpg
1296,Yasuo Kuniyoshi,1021.0,1400.0,104854.0,Expressionism,Remains of Lunch,73965.jpg,five_classes/73965.jpg
1297,Amedeo Modigliani,685.0,1127.0,236729.0,Expressionism,Portrait of Jeanne Hebuterne,94886.jpg,five_classes/94886.jpg
1298,Gustave de Smet,467.0,570.0,208231.0,Expressionism,Girl with a pink ribbon,72171.jpg,five_classes/72171.jpg
1299,Francis Gruber,463.0,603.0,54043.0,Expressionism,Nu au tricot rouge,68487.jpg,five_classes/68487.jpg
1300,Amedeo Modigliani,492.0,512.0,41787.0,Expressionism,Bust of young girl,36978.jpg,five_classes/36978.jpg
1301,August Macke,2285.0,3000.0,2222112.0,Expressionism,Street with church in Kandern,65885.jpg,five_classes/65885.jpg
1302,Amedeo Modigliani,977.0,1500.0,464292.0,Expressionism,Portrait of a Polish Woman,78237.jpg,five_classes/78237.jpg
1303,Edvard Munch,800.0,529.0,106648.0,Expressionism,Golgotha,67942.jpg,five_classes/67942.jpg
1304,Salvador Dali,1074.0,1600.0,896137.0,Expressionism,Venus and Sailor (Homage to Salvat-Papasseit),20941.jpg,five_classes/20941.jpg
1305,Paula Modersohn-Becker,650.0,479.0,125024.0,Expressionism,Landscape with trees,38014.jpg,five_classes/38014.jpg
1306,Amedeo Modigliani,647.0,1070.0,53877.0,Expressionism,The Cellist,16266.jpg,five_classes/16266.jpg
1307,Zinaida Serebriakova,537.0,745.0,95030.0,Expressionism,Anna Akhmatova ,20844.jpg,five_classes/20844.jpg
1308,Istvan Ilosvai Varga,744.0,1352.0,131658.0,Expressionism,Poor Man,33473.jpg,five_classes/33473.jpg
1309,Max Kurzweil,467.0,570.0,67801.0,Expressionism,Self-portrait,87938.jpg,five_classes/87938.jpg
1310,Max Gubler,570.0,461.0,142530.0,Expressionism,"Still life with thistle in blue vase, salt pot, basket of apples and mask",83060.jpg,five_classes/83060.jpg
1311,Jack Bush,259.0,800.0,194361.0,Expressionism,Nude,55501.jpg,five_classes/55501.jpg
1312, Wassily Kandinsky,1043.0,600.0,48159.0,Expressionism,Night,93991.jpg,five_classes/93991.jpg
1313,David Bomberg,512.0,415.0,35946.0,Expressionism,"Tregor and Tregoff, Cornwall",82291.jpg,five_classes/82291.jpg
1314,Boris Grigoriev,400.0,544.0,24539.0,Expressionism,Self-Portrait,74721.jpg,five_classes/74721.jpg
1315,Amedeo Modigliani,871.0,1079.0,78501.0,Expressionism,Madame Pompadour,58693.jpg,five_classes/58693.jpg
1316,Ligia Macovei,650.0,758.0,212244.0,Expressionism,unknown title,37044.jpg,five_classes/37044.jpg
1317,IV,414.0,768.0,159677.0,Expressionism,Folklore Kerala,72129.jpg,five_classes/72129.jpg
1318,Amedeo Modigliani,302.0,800.0,55221.0,Expressionism,Young servant girl,60249.jpg,five_classes/60249.jpg
1319,Martiros Saryan,533.0,800.0,165078.0,Expressionism,Illustration for tale of Hovhannes Tumanyan 'Wolf',191.jpg,five_classes/191.jpg
1320,Rufino Tamayo,639.0,800.0,149211.0,Expressionism,Hombre sacando la lengua,23073.jpg,five_classes/23073.jpg
1321,Amedeo Modigliani,748.0,1087.0,43884.0,Expressionism,Madame Georges van Muyden,44474.jpg,five_classes/44474.jpg
1322,Jose Gutierrez Solana,767.0,800.0,220568.0,Expressionism,Masks Cooks,77126.jpg,five_classes/77126.jpg
1323,Zinaida Serebriakova,739.0,1000.0,224842.0,Expressionism,Portrait of a Man ,36657.jpg,five_classes/36657.jpg
1324,M.C. Escher,710.0,768.0,167430.0,Expressionism,Sunflowers,1.jpg,five_classes/1.jpg
1325,Richard Diebenkorn,1517.0,1722.0,416231.0,Expressionism,Coffee,9281.jpg,five_classes/9281.jpg
1326,Lucian Freud,480.0,609.0,21285.0,Expressionism,Girl's Head,56710.jpg,five_classes/56710.jpg
1327,Max Beckmann,595.0,800.0,142386.0,Expressionism,The Three Sisters,4882.jpg,five_classes/4882.jpg
1328,Egon Schiele,1016.0,1043.0,171251.0,Expressionism,Portrait of the Publisher Eduard Kosmack,84394.jpg,five_classes/84394.jpg
1329,Alexandre Jacovleff,498.0,730.0,54959.0,Expressionism,A Model Seated on a Bed,11516.jpg,five_classes/11516.jpg
1330, Wassily Kandinsky,1063.0,1063.0,361392.0,Expressionism,A mountain,30050.jpg,five_classes/30050.jpg
1331,Gerard Sekoto,375.0,464.0,29688.0,Expressionism,TWO FRIENDS ,101302.jpg,five_classes/101302.jpg
1332,Paul Delvaux,1619.0,1340.0,554399.0,Expressionism,The Lady Rose ,70329.jpg,five_classes/70329.jpg
1333,Georges Braque,800.0,455.0,100894.0,Expressionism,Next to the sea,26387.jpg,five_classes/26387.jpg
1334,Lucian Freud,480.0,612.0,79988.0,Expressionism,Standing by the Rags,102271.jpg,five_classes/102271.jpg
1335,Gabriele Munter,570.0,450.0,183767.0,Expressionism,Bergwiese,97763.jpg,five_classes/97763.jpg
1336,Corneliu Baba,354.0,500.0,14798.0,Expressionism,Portrait,54876.jpg,five_classes/54876.jpg
1337,Constant Permeke,570.0,487.0,208176.0,Expressionism,Ferme en Flandres,59033.jpg,five_classes/59033.jpg
1338,Egon Schiele,711.0,1116.0,119480.0,Expressionism,The sleeping girl,81516.jpg,five_classes/81516.jpg
1339,Lucian Freud,512.0,730.0,48226.0,Expressionism,Child Reading II,65290.jpg,five_classes/65290.jpg
1340,M.C. Escher,498.0,364.0,51876.0,Expressionism,Scholastica (cover),56318.jpg,five_classes/56318.jpg
1341,Avigdor Arikha,349.0,450.0,103643.0,Expressionism,Independence war,47970.jpg,five_classes/47970.jpg
1342,Lin Fengmian,1280.0,661.0,288482.0,Expressionism,Five Naked Ladies,80585.jpg,five_classes/80585.jpg
1343,Natalia Goncharova,761.0,1109.0,203768.0,Expressionism,Landscape at Ladyzhino,76853.jpg,five_classes/76853.jpg
1344,Ernst Ludwig Kirchner,1216.0,848.0,74504.0,Expressionism,Farmers Driving Cattle to a Alpine Pasture,65645.jpg,five_classes/65645.jpg
1345,Amedeo Modigliani,831.0,1097.0,54415.0,Expressionism,Young Man (Student),89590.jpg,five_classes/89590.jpg
1346,Karl Schrag,500.0,396.0,40095.0,Expressionism,Tree in Flowing Moonlight,13729.jpg,five_classes/13729.jpg
1347,Otto Dix,1288.0,1967.0,492904.0,Expressionism,Masks as Ruins,28620.jpg,five_classes/28620.jpg
1348,Paul Delvaux,1632.0,1205.0,491448.0,Expressionism,Reclining Nude ,12515.jpg,five_classes/12515.jpg
1349,Martiros Saryan,650.0,800.0,105772.0,Expressionism,Street in Barfrush,16904.jpg,five_classes/16904.jpg
1350,Ottone Rosai,400.0,531.0,138805.0,Expressionism,Vase With Flowers,73228.jpg,five_classes/73228.jpg
1351,Georges Braque,800.0,471.0,133405.0,Expressionism,The Plow,31449.jpg,five_classes/31449.jpg
1352,Martiros Saryan,800.0,556.0,110586.0,Expressionism,Poppies,14911.jpg,five_classes/14911.jpg
1353,Francis Picabia,499.0,763.0,16307.0,Expressionism,Guillaume Apollinaire in 1913,42773.jpg,five_classes/42773.jpg
1354,Henri Matisse,515.0,650.0,58506.0,Expressionism,"Young Woman in White, Red Background ",18955.jpg,five_classes/18955.jpg
1355,Egon Schiele,777.0,996.0,226438.0,Expressionism,Portrait of Albert Paris von Gutersloh,71072.jpg,five_classes/71072.jpg
1356,Patrick Heron,1114.0,550.0,108098.0,Expressionism,The Long Table with Fruit,65849.jpg,five_classes/65849.jpg
1357,John Bratby,847.0,944.0,148647.0,Expressionism,Dustbins in the Studio ,101612.jpg,five_classes/101612.jpg
1358,Martiros Saryan,800.0,535.0,67898.0,Expressionism,Sunrise over Ararat,74645.jpg,five_classes/74645.jpg
1359,Lynd Ward,783.0,1238.0,150074.0,Expressionism,Song Without Words,66746.jpg,five_classes/66746.jpg
1360,Piroska Szanto,475.0,375.0,66849.0,Expressionism,Young Shepherd,102300.jpg,five_classes/102300.jpg
1361,Egon Schiele,2024.0,2057.0,366455.0,Expressionism,Arthur Roessler,78774.jpg,five_classes/78774.jpg
1362,Jean Cocteau,653.0,1000.0,181647.0,Expressionism,Interieur chapelle Saint Blaise ,82583.jpg,five_classes/82583.jpg
1363,Georges Braque,800.0,657.0,146027.0,Expressionism,The Studio (VI),99062.jpg,five_classes/99062.jpg
1364,Ernst Ludwig Kirchner,1226.0,944.0,65010.0,Expressionism,Three Nudes,80353.jpg,five_classes/80353.jpg
1365,Henri Matisse,763.0,617.0,19784.0,Expressionism,The Dance,49023.jpg,five_classes/49023.jpg
1366,Jury Annenkov,426.0,600.0,68505.0,Expressionism,Portrait of Kamenev,94321.jpg,five_classes/94321.jpg
1367,Edvard Munch,701.0,800.0,145883.0,Expressionism,Self-Portrait after Spanish Influenza,102976.jpg,five_classes/102976.jpg
1368,Jose Clemente Orozco,475.0,400.0,100885.0,Expressionism,Soldiers,82433.jpg,five_classes/82433.jpg
1369,Zinaida Serebriakova,1000.0,668.0,140509.0,Expressionism,Clams and Lemon ,10648.jpg,five_classes/10648.jpg
1370,Ernst Ludwig Kirchner,1216.0,912.0,67057.0,Expressionism,Return of the Animals,19498.jpg,five_classes/19498.jpg
1371,Endre Bartos,356.0,475.0,101130.0,Expressionism,Trees in blue,49022.jpg,five_classes/49022.jpg
1372,Margareta Sterian,1930.0,2388.0,1189905.0,Expressionism,Daughter of the Pharaoh,21786.jpg,five_classes/21786.jpg
1373,Ernst Ludwig Kirchner,4728.0,3528.0,11325985.0,Expressionism,Girl with Cat (Franzi),101495.jpg,five_classes/101495.jpg
1374,John Bratby,622.0,944.0,184046.0,Expressionism,Amaryllis ,100203.jpg,five_classes/100203.jpg
1375,Vasile Kazar,1770.0,2392.0,1039874.0,Expressionism,Window Towards Insomnia (5),13458.jpg,five_classes/13458.jpg
1376,Georges Braque,591.0,800.0,126280.0,Expressionism,The Man of the Guitar,29459.jpg,five_classes/29459.jpg
1377,Edwin Dickinson,578.0,480.0,44666.0,Expressionism,Studio Wellfleet,9200.jpg,five_classes/9200.jpg
1378,Margareta Sterian,2900.0,2342.0,1764837.0,Expressionism,"Park Descending Towards Harlem, New York",78327.jpg,five_classes/78327.jpg
1379,Ernst Ludwig Kirchner,768.0,654.0,170641.0,Expressionism,Three Bathers on the Beach,25208.jpg,five_classes/25208.jpg
1380,Endre Bartos,900.0,664.0,150187.0,Expressionism,Autumn forest,76142.jpg,five_classes/76142.jpg
1381,Georges Braque,800.0,610.0,118178.0,Expressionism,Two mullets,98195.jpg,five_classes/98195.jpg
1382,Lucian Freud,637.0,462.0,122366.0,Expressionism,The Painter's Garden,51966.jpg,five_classes/51966.jpg
1383,Julio Resende,900.0,661.0,74679.0,Expressionism,Tranquilidade,72747.jpg,five_classes/72747.jpg
1384,Otto Dix,459.0,595.0,90079.0,Expressionism,Dead sentry in the trenches,52783.jpg,five_classes/52783.jpg
1385,Vasile Kazar,800.0,942.0,315364.0,Expressionism,Balance,84923.jpg,five_classes/84923.jpg
1386,Franz Marc,738.0,938.0,118988.0,Expressionism,Wild Pigs (Boar and sow),11396.jpg,five_classes/11396.jpg
1387,Arturo Souto,605.0,800.0,159282.0,Expressionism,Leonel Alberú playing the violin,64789.jpg,five_classes/64789.jpg
1388,Alexej von Jawlensky,729.0,1024.0,140331.0,Expressionism,Half-nude figure with long hair sitting bent,72262.jpg,five_classes/72262.jpg
1389,Arturo Souto,641.0,800.0,142606.0,Expressionism,Portrait of Georgina Xenia Alberú,93617.jpg,five_classes/93617.jpg
1390,Ernst Ludwig Kirchner,1244.0,1642.0,644988.0,Expressionism,Female Artist,71842.jpg,five_classes/71842.jpg
1391,Wyndham Lewis,546.0,944.0,83522.0,Expressionism,Stephen Spender (1909–1995) ,14346.jpg,five_classes/14346.jpg
1392,Karl Schmidt-Rottluff,520.0,380.0,34454.0,Expressionism,Pharisees,37844.jpg,five_classes/37844.jpg
1393,Lasar Segall,717.0,699.0,83114.0,Expressionism,Perfil de Zulmira,60169.jpg,five_classes/60169.jpg
1394,Edvard Munch,1688.0,1252.0,515984.0,Expressionism,Rain,38354.jpg,five_classes/38354.jpg
1395,M.C. Escher,606.0,768.0,85669.0,Expressionism,Palm Tree sketch,88759.jpg,five_classes/88759.jpg
1396,Boris Grigoriev,800.0,575.0,113950.0,Expressionism,House under the trees,93473.jpg,five_classes/93473.jpg
1397,Henri Matisse,1453.0,1905.0,291416.0,Expressionism,Red Interior. Still Life on a Blue Table,20023.jpg,five_classes/20023.jpg
1398,Iosif Iser,547.0,720.0,96369.0,Expressionism,Seated Woman with Yellow Jacket,21468.jpg,five_classes/21468.jpg
1399,Zinaida Serebriakova,1000.0,772.0,124494.0,Expressionism,Florence ,95478.jpg,five_classes/95478.jpg
1400,Martiros Saryan,696.0,800.0,103978.0,Expressionism,Portrait of the poet Alexander Tsaturyan,82270.jpg,five_classes/82270.jpg
1401,Tsuguharu Foujita,400.0,500.0,42483.0,Expressionism,Self Portrait,71407.jpg,five_classes/71407.jpg
1402,Georges Braque,800.0,566.0,87665.0,Expressionism,Oysters,71459.jpg,five_classes/71459.jpg
1403,Jean Cocteau,349.0,443.0,34192.0,Expressionism,Untitled ,94188.jpg,five_classes/94188.jpg
1404,George Segal,700.0,936.0,826369.0,Expressionism,Coffee Mug,25715.jpg,five_classes/25715.jpg
1405,Pierre Tal-Coat,500.0,385.0,45102.0,Expressionism,Blue Vase,29822.jpg,five_classes/29822.jpg
1406,Wyndham Lewis,517.0,944.0,70330.0,Expressionism,A Reading of Ovid (Tyros) ,17261.jpg,five_classes/17261.jpg
1407,David Bomberg,872.0,1124.0,288827.0,Expressionism,Flowers,76241.jpg,five_classes/76241.jpg
1408,Corneliu Michailescu,857.0,1000.0,203086.0,Expressionism,Prezicătoare,75199.jpg,five_classes/75199.jpg
1409,Jose Gutierrez Solana,590.0,800.0,109561.0,Expressionism,Self-Portrait,13676.jpg,five_classes/13676.jpg
1410,Pablo Picasso,1073.0,1400.0,228629.0,Expressionism,Pablo Picasso and Sebastìa Junyer-Vidal arrives to Paris,53565.jpg,five_classes/53565.jpg
1411,Amedeo Modigliani,530.0,800.0,116772.0,Expressionism,A suffering nude,91796.jpg,five_classes/91796.jpg
1412,Emil Nolde,535.0,396.0,45454.0,Expressionism,Burial,42594.jpg,five_classes/42594.jpg
1413,Tia Peltz,602.0,858.0,57119.0,Expressionism,Sinagoga,71486.jpg,five_classes/71486.jpg
1414,Ernst Ludwig Kirchner,1168.0,1584.0,130808.0,Expressionism,Postdamerplatz,67599.jpg,five_classes/67599.jpg
1415,Richard Diebenkorn,945.0,1009.0,178956.0,Expressionism,Chabot Valley ,95212.jpg,five_classes/95212.jpg
1416,Oswaldo Guayasamin,400.0,398.0,35886.0,Expressionism,Self-Portrait,43397.jpg,five_classes/43397.jpg
1417,Ernst Ludwig Kirchner,776.0,600.0,134385.0,Expressionism,Two Railway Bridges in Dresden,13114.jpg,five_classes/13114.jpg
1418,Nikos Nikolaou,670.0,600.0,106878.0,Expressionism,Ύδρα ,72675.jpg,five_classes/72675.jpg
1419,Renato Guttuso,570.0,440.0,202592.0,Expressionism,Brocca e drappo,24190.jpg,five_classes/24190.jpg
1420,James Ensor,898.0,701.0,277319.0,Expressionism,Skeletons Fighting over a Hanged Man,101208.jpg,five_classes/101208.jpg
1421,David Kakabadze,1520.0,1760.0,907827.0,Expressionism,Composition,58263.jpg,five_classes/58263.jpg
1422,Lynd Ward,1620.0,861.0,406633.0,Expressionism,Evening Walk,80145.jpg,five_classes/80145.jpg
1423,James Ensor,684.0,547.0,94178.0,Expressionism,Ensor at the Harmonium,46737.jpg,five_classes/46737.jpg
1424,Amedeo Modigliani,655.0,1070.0,49263.0,Expressionism,"Madame Othon Friesz, La Marseillaise",33748.jpg,five_classes/33748.jpg
1425,Elaine de Kooning,381.0,512.0,47975.0,Expressionism,Self-Portrait ,87203.jpg,five_classes/87203.jpg
1426,Yiannis Moralis,449.0,650.0,82296.0,Expressionism,Summer,54597.jpg,five_classes/54597.jpg
1427,Oswaldo Guayasamin,412.0,598.0,35986.0,Expressionism,El Guitarrista,12043.jpg,five_classes/12043.jpg
1428,Oskar Kokoschka,1320.0,1879.0,121340.0,Expressionism,Girl with a Yellow Headband,86750.jpg,five_classes/86750.jpg
1429,Ernst Ludwig Kirchner,600.0,524.0,426119.0,Expressionism,Tavern,71461.jpg,five_classes/71461.jpg
1430,Fred Williams,420.0,359.0,71300.0,Expressionism,Hillside I,66933.jpg,five_classes/66933.jpg
1431,Albert Bloch,800.0,550.0,119450.0,Expressionism,Scherzo,4951.jpg,five_classes/4951.jpg
1432,Tivadar Kosztka Csontvary,1032.0,738.0,195275.0,Expressionism,Mary's Well at Nazareth,50423.jpg,five_classes/50423.jpg
1433,Martiros Saryan,706.0,800.0,105397.0,Expressionism,By the sea,53971.jpg,five_classes/53971.jpg
1434,Amedeo Modigliani,721.0,1127.0,178588.0,Expressionism,The Boy,25210.jpg,five_classes/25210.jpg
1435,Lucian Freud,554.0,768.0,56515.0,Expressionism,Girl Writing,22506.jpg,five_classes/22506.jpg
1436,Ossip Zadkine,560.0,384.0,178964.0,Expressionism,Untitled (The notebooks idealistic),78906.jpg,five_classes/78906.jpg
1437,Lucian Freud,434.0,640.0,84104.0,Expressionism,Self-Portrait,90525.jpg,five_classes/90525.jpg
1438,David Kakabadze,800.0,611.0,84885.0,Expressionism,Bretagne,297.jpg,five_classes/297.jpg
1439,Otto Dix,1062.0,1540.0,181176.0,Expressionism,From the catacombs in Palermo II,66771.jpg,five_classes/66771.jpg
1440,Max Pechstein,658.0,752.0,176292.0,Expressionism,Segelboote am Schilfstrand ,57177.jpg,five_classes/57177.jpg
1441,Max Beckmann,1122.0,750.0,171747.0,Expressionism,Afternoon,97823.jpg,five_classes/97823.jpg
1442,George Stefanescu-Ramnic ,616.0,800.0,402302.0,Expressionism,A Woman’s Portrait ,11165.jpg,five_classes/11165.jpg
1443,Christian Rohlfs,500.0,365.0,106568.0,Expressionism,Cat,47105.jpg,five_classes/47105.jpg
1444,Gerard Sekoto,423.0,600.0,90985.0,Expressionism,WOMEN WITH DOWNCAST EYES ,97607.jpg,five_classes/97607.jpg
1445,August Macke,705.0,1073.0,131591.0,Expressionism,Afternoon in the Garden,71816.jpg,five_classes/71816.jpg
1446,Henri Matisse,542.0,719.0,44651.0,Expressionism,Nude in Sunlit Landscape,82302.jpg,five_classes/82302.jpg
1447,Oskar Kokoschka,1154.0,1956.0,271429.0,Expressionism,OK at Easel,46714.jpg,five_classes/46714.jpg
1448,Franz Marc,800.0,578.0,86200.0,Expressionism,Resting horses,84861.jpg,five_classes/84861.jpg
1449,Bernard Buffet,550.0,422.0,132514.0,Expressionism,Don Quichotte: Les duegnes,33904.jpg,five_classes/33904.jpg
1450,Felice Casorati,1024.0,768.0,281008.0,Expressionism,Nudo sdraiato ,101353.jpg,five_classes/101353.jpg
1451,Karl Schrag,600.0,486.0,70580.0,Expressionism,Barn Studio in Moonlight,24818.jpg,five_classes/24818.jpg
1452,Lynd Ward,866.0,1307.0,224450.0,Expressionism,Prelude to a Million Years,69668.jpg,five_classes/69668.jpg
1453,Alice Neel,1536.0,1336.0,275953.0,Expressionism,Dominican Boys on 108th Street,99146.jpg,five_classes/99146.jpg
1454,John Bratby,511.0,685.0,85768.0,Expressionism,Sunflowers  ,54964.jpg,five_classes/54964.jpg
1455,Istvan Farkas,475.0,371.0,73076.0,Expressionism,The Aged Sailor and the Old Woman,68413.jpg,five_classes/68413.jpg
1456,Alexej von Jawlensky,1227.0,1024.0,301873.0,Expressionism,Berglandschaft mit Häusern,78884.jpg,five_classes/78884.jpg
1457,Ossip Zadkine,560.0,440.0,202137.0,Expressionism,Untitled,73977.jpg,five_classes/73977.jpg
1458,Amedeo Modigliani,672.0,800.0,113335.0,Expressionism,Portrait of Henri Laurens,11537.jpg,five_classes/11537.jpg
1459,Pietro Lazzari,404.0,621.0,49079.0,Expressionism,Adam and Eve (4),74088.jpg,five_classes/74088.jpg
1460,Martiros Saryan,800.0,761.0,134334.0,Expressionism,Portrait of Nina Komurdzhyan,72035.jpg,five_classes/72035.jpg
1461,Paul Delvaux,1382.0,1434.0,582622.0,Expressionism,Chest of Man,2175.jpg,five_classes/2175.jpg
1462,Chaim Soutine,627.0,444.0,45434.0,Expressionism,Two Children on a Road,45598.jpg,five_classes/45598.jpg
1463,Clyfford Still,364.0,475.0,86882.0,Expressionism,PH-343,15882.jpg,five_classes/15882.jpg
1464,Martiros Saryan,674.0,800.0,130731.0,Expressionism,Armenian village,94141.jpg,five_classes/94141.jpg
1465,Martiros Saryan,718.0,800.0,114937.0,Expressionism,Portrait of I. Shchukin,48126.jpg,five_classes/48126.jpg
1466,Corneliu Michailescu,767.0,858.0,358587.0,Expressionism,Still Life,26419.jpg,five_classes/26419.jpg
1467,Amedeo Modigliani,675.0,1114.0,221295.0,Expressionism,Portrait of Beatrice Hastings,75287.jpg,five_classes/75287.jpg
1468,Georges Braque,1686.0,1270.0,162686.0,Expressionism,Bird Returning to it's Nest,18480.jpg,five_classes/18480.jpg
1469,Martiros Saryan,658.0,800.0,146615.0,Expressionism,Portrait of mathematics Artashes Shahinyan,23359.jpg,five_classes/23359.jpg
1470,Tivadar Kosztka Csontvary,751.0,523.0,62935.0,Expressionism,At the Entrance of the Wailing-Wall in Jerusalem,98534.jpg,five_classes/98534.jpg
1471,Kathe Kollwitz,1751.0,1297.0,265347.0,Expressionism,The Volunteers,63090.jpg,five_classes/63090.jpg
1472,Yasuo Kuniyoshi,1104.0,1400.0,274062.0,Expressionism,Strong Woman and Child,45926.jpg,five_classes/45926.jpg
1473,George Stefanescu-Ramnic ,593.0,800.0,535266.0,Expressionism,Pietà ,31989.jpg,five_classes/31989.jpg
1474,Gustave de Smet,512.0,379.0,84625.0,Expressionism,Potato harvest,57604.jpg,five_classes/57604.jpg
1475,Egon Schiele,691.0,998.0,111542.0,Expressionism,Portrait of a Man with a Floppy Hat (Portrait of Erwin Dominilk Osen),7433.jpg,five_classes/7433.jpg
1476,Lovis Corinth,410.0,546.0,133157.0,Expressionism,Grandmother and Granddaughter,63708.jpg,five_classes/63708.jpg
1477,Endre Bartos,915.0,661.0,154928.0,Expressionism,Transdanubian village,80530.jpg,five_classes/80530.jpg
1478,Ernst Ludwig Kirchner,1200.0,912.0,68616.0,Expressionism,Gateway to the freight depot in Altstadt,101976.jpg,five_classes/101976.jpg
1479,Jean Dubuffet,388.0,460.0,16765.0,Expressionism,Portrait of Armand Salacrou,27560.jpg,five_classes/27560.jpg
1480,Avigdor Arikha,570.0,409.0,189644.0,Expressionism,Dining Room in the Kibbutz,6471.jpg,five_classes/6471.jpg
1481,Martiros Saryan,620.0,800.0,102536.0,Expressionism,Portrait of the poetess Maria Petrovykh,77117.jpg,five_classes/77117.jpg
1482,Marcel Duchamp,401.0,520.0,21470.0,Expressionism,To Have the Apprentice in the Sun ,20173.jpg,five_classes/20173.jpg
1483,Ivan Albright,800.0,758.0,165247.0,Expressionism,Moscow,47870.jpg,five_classes/47870.jpg
1484,Oskar Kokoschka,1442.0,1714.0,348181.0,Expressionism,Self-portrait (Fiesole),52504.jpg,five_classes/52504.jpg
1485,Lajos Tihanyi,674.0,816.0,79446.0,Expressionism,Woman in Red with Green Background,97023.jpg,five_classes/97023.jpg
1486,Henri Matisse,763.0,590.0,19397.0,Expressionism,The Dance,81976.jpg,five_classes/81976.jpg
1487,Albert Bloch,659.0,800.0,109653.0,Expressionism,Portrait of Mr. A. M.,20465.jpg,five_classes/20465.jpg
1488,Amedeo Modigliani,779.0,1054.0,186938.0,Expressionism,Young Girl Seated,56116.jpg,five_classes/56116.jpg
